DATE,SECTOR,SALES (SEASONAL ADJ)
2003-07-01,Nonstore Retailers,17049
2003-07-01,Food Services and Drinking Places,29395
2003-08-01,Motor Vehicle and Parts Dealers,72919
2003-08-01,Furniture and Home Furnishings Stores,8156
2003-08-01,Electronics and Appliance Stores,7914
2003-08-01,Building Mat. and Garden Equip. and Supplies Dealers,22489
2003-08-01,Food and Beverage Stores,39833
2003-08-01,Health and Personal Care Stores,16345
2003-08-01,Gasoline Stations,23073
2003-08-01,Clothing and Clothing Access. Stores,15089
2003-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6132
2003-08-01,General Merchandise Stores,40085
2003-08-01,Miscellaneous Store Retailers,8618
2003-08-01,Nonstore Retailers,17312
2003-08-01,Food Services and Drinking Places,29844
2003-09-01,Motor Vehicle and Parts Dealers,71184
2003-09-01,Furniture and Home Furnishings Stores,8214
2003-09-01,Electronics and Appliance Stores,7909
2003-09-01,Building Mat. and Garden Equip. and Supplies Dealers,22630
2003-09-01,Food and Beverage Stores,39878
2003-09-01,Health and Personal Care Stores,16339
2003-09-01,Gasoline Stations,23214
2003-09-01,Clothing and Clothing Access. Stores,15175
2003-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",5954
2003-09-01,General Merchandise Stores,39896
2003-09-01,Miscellaneous Store Retailers,8442
2003-09-01,Nonstore Retailers,17595
2003-09-01,Food Services and Drinking Places,29503
2003-10-01,Motor Vehicle and Parts Dealers,69817
2003-10-01,Furniture and Home Furnishings Stores,8244
2003-10-01,Electronics and Appliance Stores,7984
2003-10-01,Building Mat. and Garden Equip. and Supplies Dealers,22869
2003-10-01,Food and Beverage Stores,39776
2003-10-01,Health and Personal Care Stores,16434
2003-10-01,Gasoline Stations,22714
2003-10-01,Clothing and Clothing Access. Stores,15067
2003-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",5841
2003-10-01,General Merchandise Stores,39649
2003-10-01,Miscellaneous Store Retailers,8591
2003-10-01,Nonstore Retailers,17778
2003-10-01,Food Services and Drinking Places,30045
2003-11-01,Motor Vehicle and Parts Dealers,71738
2003-11-01,Furniture and Home Furnishings Stores,8358
2003-11-01,Electronics and Appliance Stores,8030
2003-11-01,Building Mat. and Garden Equip. and Supplies Dealers,22864
2003-11-01,Food and Beverage Stores,39631
2003-11-01,Health and Personal Care Stores,16500
2003-11-01,Gasoline Stations,23472
2003-11-01,Clothing and Clothing Access. Stores,15338
2003-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6011
2003-11-01,General Merchandise Stores,39945
2003-11-01,Miscellaneous Store Retailers,8530
2003-11-01,Nonstore Retailers,17881
2003-11-01,Food Services and Drinking Places,30229
2003-12-01,Motor Vehicle and Parts Dealers,70103
2003-12-01,Furniture and Home Furnishings Stores,8312
2003-12-01,Electronics and Appliance Stores,8127
2003-12-01,Building Mat. and Garden Equip. and Supplies Dealers,22748
2003-12-01,Food and Beverage Stores,39809
2003-12-01,Health and Personal Care Stores,16648
2003-12-01,Gasoline Stations,23994
2003-12-01,Clothing and Clothing Access. Stores,15456
2003-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6013
2003-12-01,General Merchandise Stores,40084
2003-12-01,Miscellaneous Store Retailers,8576
2003-12-01,Nonstore Retailers,17742
2003-12-01,Food Services and Drinking Places,29795
2004-01-01,Motor Vehicle and Parts Dealers,69270
2004-01-01,Furniture and Home Furnishings Stores,8307
2004-01-01,Electronics and Appliance Stores,8104
2004-01-01,Building Mat. and Garden Equip. and Supplies Dealers,22637
2004-01-01,Food and Beverage Stores,40443
2004-01-01,Health and Personal Care Stores,16287
2004-01-01,Gasoline Stations,24889
2004-01-01,Clothing and Clothing Access. Stores,15513
2004-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6087
2004-01-01,General Merchandise Stores,40436
2004-01-01,Miscellaneous Store Retailers,8665
2004-01-01,Nonstore Retailers,18275
2004-01-01,Food Services and Drinking Places,30341
2004-02-01,Motor Vehicle and Parts Dealers,71093
2004-02-01,Furniture and Home Furnishings Stores,8375
2004-02-01,Electronics and Appliance Stores,8080
2004-02-01,Building Mat. and Garden Equip. and Supplies Dealers,22727
2004-02-01,Food and Beverage Stores,39922
2004-02-01,Health and Personal Care Stores,16133
2004-02-01,Gasoline Stations,25256
2004-02-01,Clothing and Clothing Access. Stores,15687
2004-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6093
2004-02-01,General Merchandise Stores,40519
2004-02-01,Miscellaneous Store Retailers,8481
2004-02-01,Nonstore Retailers,18566
2004-02-01,Food Services and Drinking Places,30461
2004-03-01,Motor Vehicle and Parts Dealers,72137
2004-03-01,Furniture and Home Furnishings Stores,8585
2004-03-01,Electronics and Appliance Stores,8117
2004-03-01,Building Mat. and Garden Equip. and Supplies Dealers,24992
2004-03-01,Food and Beverage Stores,40419
2004-03-01,Health and Personal Care Stores,16526
2004-03-01,Gasoline Stations,25679
2004-03-01,Clothing and Clothing Access. Stores,15984
2004-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6067
2004-03-01,General Merchandise Stores,41079
2004-03-01,Miscellaneous Store Retailers,8552
2004-03-01,Nonstore Retailers,18072
2004-03-01,Food Services and Drinking Places,30703
2004-04-01,Motor Vehicle and Parts Dealers,69960
2004-04-01,Furniture and Home Furnishings Stores,8519
2004-04-01,Electronics and Appliance Stores,8218
2004-04-01,Building Mat. and Garden Equip. and Supplies Dealers,24565
2004-04-01,Food and Beverage Stores,40399
2004-04-01,Health and Personal Care Stores,16476
2004-04-01,Gasoline Stations,25518
2004-04-01,Clothing and Clothing Access. Stores,15567
2004-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",5941
2004-04-01,General Merchandise Stores,40662
2004-04-01,Miscellaneous Store Retailers,8685
2004-04-01,Nonstore Retailers,18442
2004-04-01,Food Services and Drinking Places,30560
2004-05-01,Motor Vehicle and Parts Dealers,72821
2004-05-01,Furniture and Home Furnishings Stores,8389
2004-05-01,Electronics and Appliance Stores,8241
2004-05-01,Building Mat. and Garden Equip. and Supplies Dealers,24420
2004-05-01,Food and Beverage Stores,40635
2004-05-01,Health and Personal Care Stores,16462
2004-05-01,Gasoline Stations,27011
2004-05-01,Clothing and Clothing Access. Stores,15736
2004-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",5985
2004-05-01,General Merchandise Stores,41332
2004-05-01,Miscellaneous Store Retailers,8869
2004-05-01,Nonstore Retailers,18351
2004-05-01,Food Services and Drinking Places,30712
2004-06-01,Motor Vehicle and Parts Dealers,68991
2004-06-01,Furniture and Home Furnishings Stores,8572
2004-06-01,Electronics and Appliance Stores,8297
2004-06-01,Building Mat. and Garden Equip. and Supplies Dealers,24622
2004-06-01,Food and Beverage Stores,40608
2004-06-01,Health and Personal Care Stores,16570
2004-06-01,Gasoline Stations,27050
2004-06-01,Clothing and Clothing Access. Stores,15555
2004-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6017
2004-06-01,General Merchandise Stores,40756
2004-06-01,Miscellaneous Store Retailers,8446
2004-06-01,Nonstore Retailers,18649
2004-06-01,Food Services and Drinking Places,30825
2004-07-01,Motor Vehicle and Parts Dealers,71238
2004-07-01,Furniture and Home Furnishings Stores,8868
2004-07-01,Electronics and Appliance Stores,8337
2004-07-01,Building Mat. and Garden Equip. and Supplies Dealers,24538
2004-07-01,Food and Beverage Stores,40631
2004-07-01,Health and Personal Care Stores,16554
2004-07-01,Gasoline Stations,26745
2004-07-01,Clothing and Clothing Access. Stores,15645
2004-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6124
2004-07-01,General Merchandise Stores,41197
2004-07-01,Miscellaneous Store Retailers,8554
2004-07-01,Nonstore Retailers,18927
2004-07-01,Food Services and Drinking Places,31191
2004-08-01,Motor Vehicle and Parts Dealers,71365
2004-08-01,Furniture and Home Furnishings Stores,8675
2004-08-01,Electronics and Appliance Stores,8335
2004-08-01,Building Mat. and Garden Equip. and Supplies Dealers,24713
2004-08-01,Food and Beverage Stores,40771
2004-08-01,Health and Personal Care Stores,16610
2004-08-01,Gasoline Stations,26552
2004-08-01,Clothing and Clothing Access. Stores,15660
2004-08-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6192
2004-08-01,General Merchandise Stores,41323
2004-08-01,Miscellaneous Store Retailers,8567
2004-08-01,Nonstore Retailers,19178
2004-08-01,Food Services and Drinking Places,31036
2004-09-01,Motor Vehicle and Parts Dealers,74729
2004-09-01,Furniture and Home Furnishings Stores,8604
2004-09-01,Electronics and Appliance Stores,8422
2004-09-01,Building Mat. and Garden Equip. and Supplies Dealers,25045
2004-09-01,Food and Beverage Stores,41045
2004-09-01,Health and Personal Care Stores,16635
2004-09-01,Gasoline Stations,27161
2004-09-01,Clothing and Clothing Access. Stores,15764
2004-09-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6111
2004-09-01,General Merchandise Stores,41555
2004-09-01,Miscellaneous Store Retailers,8596
2004-09-01,Nonstore Retailers,19472
2004-09-01,Food Services and Drinking Places,31430
2004-10-01,Motor Vehicle and Parts Dealers,73858
2004-10-01,Furniture and Home Furnishings Stores,8806
2004-10-01,Electronics and Appliance Stores,8494
2004-10-01,Building Mat. and Garden Equip. and Supplies Dealers,24842
2004-10-01,Food and Beverage Stores,41177
2004-10-01,Health and Personal Care Stores,16739
2004-10-01,Gasoline Stations,28656
2004-10-01,Clothing and Clothing Access. Stores,16055
2004-10-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6094
2004-10-01,General Merchandise Stores,42042
2004-10-01,Miscellaneous Store Retailers,8677
2004-10-01,Nonstore Retailers,19675
2004-10-01,Food Services and Drinking Places,31625
2004-11-01,Motor Vehicle and Parts Dealers,73407
2004-11-01,Furniture and Home Furnishings Stores,8722
2004-11-01,Electronics and Appliance Stores,8479
2004-11-01,Building Mat. and Garden Equip. and Supplies Dealers,24974
2004-11-01,Food and Beverage Stores,41404
2004-11-01,Health and Personal Care Stores,16813
2004-11-01,Gasoline Stations,29349
2004-11-01,Clothing and Clothing Access. Stores,16044
2004-11-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6140
2004-11-01,General Merchandise Stores,42179
2004-11-01,Miscellaneous Store Retailers,8877
2004-11-01,Nonstore Retailers,19789
2004-11-01,Food Services and Drinking Places,31659
2004-12-01,Motor Vehicle and Parts Dealers,75387
2004-12-01,Furniture and Home Furnishings Stores,8905
2004-12-01,Electronics and Appliance Stores,8513
2004-12-01,Building Mat. and Garden Equip. and Supplies Dealers,25679
2004-12-01,Food and Beverage Stores,41534
2004-12-01,Health and Personal Care Stores,16882
2004-12-01,Gasoline Stations,29046
2004-12-01,Clothing and Clothing Access. Stores,16183
2004-12-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6122
2004-12-01,General Merchandise Stores,42656
2004-12-01,Miscellaneous Store Retailers,8914
2004-12-01,Nonstore Retailers,19942
2004-12-01,Food Services and Drinking Places,32111
2005-01-01,Motor Vehicle and Parts Dealers,72083
2005-01-01,Furniture and Home Furnishings Stores,8856
2005-01-01,Electronics and Appliance Stores,8555
2005-01-01,Building Mat. and Garden Equip. and Supplies Dealers,26126
2005-01-01,Food and Beverage Stores,41691
2005-01-01,Health and Personal Care Stores,17116
2005-01-01,Gasoline Stations,28375
2005-01-01,Clothing and Clothing Access. Stores,16125
2005-01-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6192
2005-01-01,General Merchandise Stores,42556
2005-01-01,Miscellaneous Store Retailers,8784
2005-01-01,Nonstore Retailers,20237
2005-01-01,Food Services and Drinking Places,32000
2005-02-01,Motor Vehicle and Parts Dealers,73773
2005-02-01,Furniture and Home Furnishings Stores,8908
2005-02-01,Electronics and Appliance Stores,8765
2005-02-01,Building Mat. and Garden Equip. and Supplies Dealers,25797
2005-02-01,Food and Beverage Stores,41757
2005-02-01,Health and Personal Care Stores,17292
2005-02-01,Gasoline Stations,29015
2005-02-01,Clothing and Clothing Access. Stores,16674
2005-02-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6269
2005-02-01,General Merchandise Stores,43183
2005-02-01,Miscellaneous Store Retailers,8949
2005-02-01,Nonstore Retailers,20175
2005-02-01,Food Services and Drinking Places,32469
2005-03-01,Motor Vehicle and Parts Dealers,74147
2005-03-01,Furniture and Home Furnishings Stores,8840
2005-03-01,Electronics and Appliance Stores,8784
2005-03-01,Building Mat. and Garden Equip. and Supplies Dealers,26219
2005-03-01,Food and Beverage Stores,41800
2005-03-01,Health and Personal Care Stores,17245
2005-03-01,Gasoline Stations,29498
2005-03-01,Clothing and Clothing Access. Stores,16293
2005-03-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6137
2005-03-01,General Merchandise Stores,42949
2005-03-01,Miscellaneous Store Retailers,8890
2005-03-01,Nonstore Retailers,20506
2005-03-01,Food Services and Drinking Places,32273
2005-04-01,Motor Vehicle and Parts Dealers,73649
2005-04-01,Furniture and Home Furnishings Stores,8994
2005-04-01,Electronics and Appliance Stores,8820
2005-04-01,Building Mat. and Garden Equip. and Supplies Dealers,26520
2005-04-01,Food and Beverage Stores,42283
2005-04-01,Health and Personal Care Stores,17350
2005-04-01,Gasoline Stations,30009
2005-04-01,Clothing and Clothing Access. Stores,16636
2005-04-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6318
2005-04-01,General Merchandise Stores,43601
2005-04-01,Miscellaneous Store Retailers,8839
2005-04-01,Nonstore Retailers,20741
2005-04-01,Food Services and Drinking Places,32823
2005-05-01,Motor Vehicle and Parts Dealers,73225
2005-05-01,Furniture and Home Furnishings Stores,8963
2005-05-01,Electronics and Appliance Stores,8775
2005-05-01,Building Mat. and Garden Equip. and Supplies Dealers,26510
2005-05-01,Food and Beverage Stores,42081
2005-05-01,Health and Personal Care Stores,17413
2005-05-01,Gasoline Stations,29140
2005-05-01,Clothing and Clothing Access. Stores,16514
2005-05-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6232
2005-05-01,General Merchandise Stores,43423
2005-05-01,Miscellaneous Store Retailers,8932
2005-05-01,Nonstore Retailers,20568
2005-05-01,Food Services and Drinking Places,32746
2005-06-01,Motor Vehicle and Parts Dealers,79639
2005-06-01,Furniture and Home Furnishings Stores,9093
2005-06-01,Electronics and Appliance Stores,8828
2005-06-01,Building Mat. and Garden Equip. and Supplies Dealers,26569
2005-06-01,Food and Beverage Stores,42363
2005-06-01,Health and Personal Care Stores,17392
2005-06-01,Gasoline Stations,29889
2005-06-01,Clothing and Clothing Access. Stores,16824
2005-06-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6135
2005-06-01,General Merchandise Stores,44354
2005-06-01,Miscellaneous Store Retailers,8879
2005-06-01,Nonstore Retailers,21024
2005-06-01,Food Services and Drinking Places,33009
2005-07-01,Motor Vehicle and Parts Dealers,81605
2005-07-01,Furniture and Home Furnishings Stores,9084
2005-07-01,Electronics and Appliance Stores,8877
2005-07-01,Building Mat. and Garden Equip. and Supplies Dealers,26538
2005-07-01,Food and Beverage Stores,42184
2005-07-01,Health and Personal Care Stores,17635
2005-07-01,Gasoline Stations,30976
2005-07-01,Clothing and Clothing Access. Stores,16450
2005-07-01,"Sporting Goods, Hobby, Musical Instrument, and Book Stores",6239
2005-07-01,General Merchandise Stores,44017
2005-07-01,Miscellaneous Store Retailers,8927
2005-07-01,Nonstore Retailers,20988
